Borough,LEGGI_Year,Sector,Fuel,Data_Year,KtCO2e
Croydon,2011,Industrial and Commercial,Coal,2011,0.325085482
Ealing,2011,Industrial and Commercial,Coal,2011,0.399584238
Enfield,2011,Industrial and Commercial,Coal,2011,0.101589213
Greenwich,2011,Industrial and Commercial,Coal,2011,1.083618272
Hackney,2011,Industrial and Commercial,Coal,2011,0.135452284
Hammersmith and Fulham,2011,Industrial and Commercial,Coal,2011,0
Haringey,2011,Industrial and Commercial,Coal,2011,0.037249378
Harrow,2011,Industrial and Commercial,Coal,2011,0.155770127
Havering,2011,Industrial and Commercial,Coal,2011,1.425635289
Hillingdon,2011,Industrial and Commercial,Coal,2011,3.156038217
Hounslow,2011,Industrial and Commercial,Coal,2011,0
Islington,2011,Industrial and Commercial,Coal,2011,0.094816599
Kensington and Chelsea,2011,Industrial and Commercial,Coal,2011,0.057567221
Kingston,2011,Industrial and Commercial,Coal,2011,0.040635685
Lambeth,2011,Industrial and Commercial,Coal,2011,0
Lewisham,2011,Industrial and Commercial,Coal,2011,0
Merton,2011,Industrial and Commercial,Coal,2011,0.037249378
Newham,2011,Industrial and Commercial,Coal,2011,3.880707937
Redbridge,2011,Industrial and Commercial,Coal,2011,2.363642356
Richmond,2011,Industrial and Commercial,Coal,2011,0
Southwark,2011,Industrial and Commercial,Coal,2011,0.074498756
Sutton,2011,Industrial and Commercial,Coal,2011,0
Tower Hamlets,2011,Industrial and Commercial,Coal,2011,0.172701662
Waltham Forest,2011,Industrial and Commercial,Coal,2011,0.237041497
Wandsworth,2011,Industrial and Commercial,Coal,2011,0
Westminster,2011,Industrial and Commercial,Coal,2011,0.037249378
Unapportioned,2011,Industrial and Commercial,Coal,2011,-
London,2011,Industrial and Commercial,Coal,2011,18.89220731
Barking and Dagenham,2011,Industrial and Commercial,Oil,2011,42.57678128
Barnet,2011,Industrial and Commercial,Oil,2011,9.655978461
Bexley,2011,Industrial and Commercial,Oil,2011,32.16579578
Brent,2011,Industrial and Commercial,Oil,2011,22.57221459
Bromley,2011,Industrial and Commercial,Oil,2011,22.05743707
Camden,2011,Industrial and Commercial,Oil,2011,11.76500639
City of London,2011,Industrial and Commercial,Oil,2011,3.266497399
Croydon,2011,Industrial and Commercial,Oil,2011,11.27830764
Ealing,2011,Industrial and Commercial,Oil,2011,29.48583277
Enfield,2011,Industrial and Commercial,Oil,2011,25.58912289
Greenwich,2011,Industrial and Commercial,Oil,2011,9.871249063
Hackney,2011,Industrial and Commercial,Oil,2011,5.709350754
Hammersmith and Fulham,2011,Industrial and Commercial,Oil,2011,10.89768425
Haringey,2011,Industrial and Commercial,Oil,2011,8.008690375
Harrow,2011,Industrial and Commercial,Oil,2011,7.022813414
Havering,2011,Industrial and Commercial,Oil,2011,16.20457258
Hillingdon,2011,Industrial and Commercial,Oil,2011,108.2592739
Hounslow,2011,Industrial and Commercial,Oil,2011,25.22721869
Islington,2011,Industrial and Commercial,Oil,2011,7.840217729
Kensington and Chelsea,2011,Industrial and Commercial,Oil,2011,2.792278101
Kingston,2011,Industrial and Commercial,Oil,2011,4.45828537
Lambeth,2011,Industrial and Commercial,Oil,2011,3.89982975
Lewisham,2011,Industrial and Commercial,Oil,2011,5.696871299
Merton,2011,Industrial and Commercial,Oil,2011,9.777653149
Newham,2011,Industrial and Commercial,Oil,2011,28.30340439
Redbridge,2011,Industrial and Commercial,Oil,2011,6.595392073
Richmond,2011,Industrial and Commercial,Oil,2011,7.39719707
Southwark,2011,Industrial and Commercial,Oil,2011,6.124292639
Sutton,2011,Industrial and Commercial,Oil,2011,12.48569493
Tower Hamlets,2011,Industrial and Commercial,Oil,2011,7.837097866
Waltham Forest,2011,Industrial and Commercial,Oil,2011,12.6947258
Wandsworth,2011,Industrial and Commercial,Oil,2011,6.514275614
Westminster,2011,Industrial and Commercial,Oil,2011,15.20933603
Unapportioned,2011,Industrial and Commercial,Oil,2011,-
London,2011,Industrial and Commercial,Oil,2011,539.2403791
Barking and Dagenham,2011,Industrial and Commercial,Waste and Renewables,2011,0
Barnet,2011,Industrial and Commercial,Waste and Renewables,2011,0
Bexley,2011,Industrial and Commercial,Waste and Renewables,2011,3.524875971
Brent,2011,Industrial and Commercial,Waste and Renewables,2011,0
Bromley,2011,Industrial and Commercial,Waste and Renewables,2011,0.067755053
Camden,2011,Industrial and Commercial,Waste and Renewables,2011,0
City of London,2011,Industrial and Commercial,Waste and Renewables,2011,0
Croydon,2011,Industrial and Commercial,Waste and Renewables,2011,0.025811449
Ealing,2011,Industrial and Commercial,Waste and Renewables,2011,0
Enfield,2011,Industrial and Commercial,Waste and Renewables,2011,3.10866636
Greenwich,2011,Industrial and Commercial,Waste and Renewables,2011,0
Hackney,2011,Industrial and Commercial,Waste and Renewables,2011,0
Hammersmith and Fulham,2011,Industrial and Commercial,Waste and Renewables,2011,0
Haringey,2011,Industrial and Commercial,Waste and Renewables,2011,0
Harrow,2011,Industrial and Commercial,Waste and Renewables,2011,0
Havering,2011,Industrial and Commercial,Waste and Renewables,2011,0.003226431
Hillingdon,2011,Industrial and Commercial,Waste and Renewables,2011,28.87494508
Hounslow,2011,Industrial and Commercial,Waste and Renewables,2011,0
Islington,2011,Industrial and Commercial,Waste and Renewables,2011,0
Kensington and Chelsea,2011,Industrial and Commercial,Waste and Renewables,2011,0
Kingston,2011,Industrial and Commercial,Waste and Renewables,2011,0
Lambeth,2011,Industrial and Commercial,Waste and Renewables,2011,0
Lewisham,2011,Industrial and Commercial,Waste and Renewables,2011,0
Merton,2011,Industrial and Commercial,Waste and Renewables,2011,0
Newham,2011,Industrial and Commercial,Waste and Renewables,2011,3.076402049
Redbridge,2011,Industrial and Commercial,Waste and Renewables,2011,0
Richmond,2011,Industrial and Commercial,Waste and Renewables,2011,0
Southwark,2011,Industrial and Commercial,Waste and Renewables,2011,0
Sutton,2011,Industrial and Commercial,Waste and Renewables,2011,0
Tower Hamlets,2011,Industrial and Commercial,Waste and Renewables,2011,0.288765583
Waltham Forest,2011,Industrial and Commercial,Waste and Renewables,2011,0
Wandsworth,2011,Industrial and Commercial,Waste and Renewables,2011,0
Westminster,2011,Industrial and Commercial,Waste and Renewables,2011,0
Unapportioned,2011,Industrial and Commercial,Waste and Renewables,2011,-
London,2011,Industrial and Commercial,Waste and Renewables,2011,38.97044798
Barking and Dagenham,2011,Industrial and Commercial,Total,N/A,275.8046755
Barnet,2011,Industrial and Commercial,Total,N/A,335.569715
Bexley,2011,Industrial and Commercial,Total,N/A,343.4495045
Brent,2011,Industrial and Commercial,Total,N/A,336.5122901
Bromley,2011,Industrial and Commercial,Total,N/A,262.7236049
Camden,2011,Industrial and Commercial,Total,N/A,896.7407989
City of London,2011,Industrial and Commercial,Total,N/A,1283.759405
Croydon,2011,Industrial and Commercial,Total,N/A,369.16143
Ealing,2011,Industrial and Commercial,Total,N/A,565.1685886
Enfield,2011,Industrial and Commercial,Total,N/A,352.0637841
Greenwich,2011,Industrial and Commercial,Total,N/A,355.5059683
Hackney,2011,Industrial and Commercial,Total,N/A,269.767993
Hammersmith and Fulham,2011,Industrial and Commercial,Total,N/A,453.6699805
Haringey,2011,Industrial and Commercial,Total,N/A,224.9534585
Harrow,2011,Industrial and Commercial,Total,N/A,189.7564031
Havering,2011,Industrial and Commercial,Total,N/A,222.6514677
Hillingdon,2011,Industrial and Commercial,Total,N/A,806.0633466
Hounslow,2011,Industrial and Commercial,Total,N/A,606.0392626
Islington,2011,Industrial and Commercial,Total,N/A,520.0595365
Kensington and Chelsea,2011,Industrial and Commercial,Total,N/A,763.1498389
Kingston,2011,Industrial and Commercial,Total,N/A,189.0488461
Lambeth,2011,Industrial and Commercial,Total,N/A,421.692548
Lewisham,2011,Industrial and Commercial,Total,N/A,180.0829729
Merton,2011,Industrial and Commercial,Total,N/A,262.0883492
Newham,2011,Industrial and Commercial,Total,N/A,705.4399086
Redbridge,2011,Industrial and Commercial,Total,N/A,165.7400529
Richmond,2011,Industrial and Commercial,Total,N/A,214.9296333
Southwark,2011,Industrial and Commercial,Total,N/A,680.9026673
Sutton,2011,Industrial and Commercial,Total,N/A,218.4155364
Tower Hamlets,2011,Industrial and Commercial,Total,N/A,1246.224741
Waltham Forest,2011,Industrial and Commercial,Total,N/A,228.1845555
Wandsworth,2011,Industrial and Commercial,Total,N/A,266.9634968
Westminster,2011,Industrial and Commercial,Total,N/A,2094.012855
Unapportioned,2011,Industrial and Commercial,Total,N/A,23.37829677
London,2011,Industrial and Commercial,Total,N/A,16329.67551
Barking and Dagenham,2011,Transport,Aviation,2010,0
Barnet,2011,Transport,Aviation,2010,0.22499158
Bexley,2011,Transport,Aviation,2010,7.579761456
Brent,2011,Transport,Aviation,2010,0.322564002
Bromley,2011,Transport,Aviation,2010,1.41119564
Camden,2011,Transport,Aviation,2010,0
City of London,2011,Transport,Aviation,2010,1.174656676
Croydon,2011,Transport,Aviation,2010,0.283064115
Ealing,2011,Transport,Aviation,2010,0.16597503
Enfield,2011,Transport,Aviation,2010,0.300234181
Greenwich,2011,Transport,Aviation,2010,6.078590646
Hackney,2011,Transport,Aviation,2010,0.107406571
Hammersmith and Fulham,2011,Transport,Aviation,2010,13.7971708
Haringey,2011,Transport,Aviation,2010,0
Harrow,2011,Transport,Aviation,2010,0.239383946
Havering,2011,Transport,Aviation,2010,2.695768551
Hillingdon,2011,Transport,Aviation,2010,650.8242279
Hounslow,2011,Transport,Aviation,2010,94.50651197
Islington,2011,Transport,Aviation,2010,0
Kensington and Chelsea,2011,Transport,Aviation,2010,1.744669336
Kingston,2011,Transport,Aviation,2010,0
Lambeth,2011,Transport,Aviation,2010,0
Lewisham,2011,Transport,Aviation,2010,0.00867258
Merton,2011,Transport,Aviation,2010,0
Newham,2011,Transport,Aviation,2010,34.35846877
Redbridge,2011,Transport,Aviation,2010,0.781032198
Richmond,2011,Transport,Aviation,2010,40.23768176
Southwark,2011,Transport,Aviation,2010,1.164580766
Sutton,2011,Transport,Aviation,2010,0.044194445
Tower Hamlets,2011,Transport,Aviation,2010,0.00061721
Waltham Forest,2011,Transport,Aviation,2010,0.757644913
Wandsworth,2011,Transport,Aviation,2010,12.33024414
Westminster,2011,Transport,Aviation,2010,0
Unapportioned,2011,Transport,Aviation,2010,-
London,2011,Transport,Aviation,2010,871.1393091
Barking and Dagenham,2011,Transport,Shipping,2010,0.293778308
Barnet,2011,Transport,Shipping,2010,0
Bexley,2011,Transport,Shipping,2010,0.544239365
Brent,2011,Transport,Shipping,2010,0
Bromley,2011,Transport,Shipping,2010,0
Camden,2011,Transport,Shipping,2010,0
City of London,2011,Transport,Shipping,2010,2.451225323
Croydon,2011,Transport,Shipping,2010,1.158165432
Ealing,2011,Transport,Shipping,2010,0
Enfield,2011,Transport,Shipping,2010,0
Greenwich,2011,Transport,Shipping,2010,0.324060648
Hackney,2011,Transport,Shipping,2010,2.216593596
Hammersmith and Fulham,2011,Transport,Shipping,2010,0.01044974
Haringey,2011,Transport,Shipping,2010,0.216468994
Harrow,2011,Transport,Shipping,2010,0
Havering,2011,Transport,Shipping,2010,0.556677736
Hillingdon,2011,Transport,Shipping,2010,0
Hounslow,2011,Transport,Shipping,2010,0
Islington,2011,Transport,Shipping,2010,0.107684083
Kensington and Chelsea,2011,Transport,Shipping,2010,0.005091062
Kingston,2011,Transport,Shipping,2010,0.070466036
Lambeth,2011,Transport,Shipping,2010,0.057792654
Lewisham,2011,Transport,Shipping,2010,1.922473337
Merton,2011,Transport,Shipping,2010,0
Newham,2011,Transport,Shipping,2010,0.198184393
Redbridge,2011,Transport,Shipping,2010,1.830045437
Richmond,2011,Transport,Shipping,2010,0
Southwark,2011,Transport,Shipping,2010,0.360462221
Sutton,2011,Transport,Shipping,2010,2.217137348
Tower Hamlets,2011,Transport,Shipping,2010,0.124763997
Waltham Forest,2011,Transport,Shipping,2010,4.509016982
Wandsworth,2011,Transport,Shipping,2010,0.016083279
Westminster,2011,Transport,Shipping,2010,0.177314209
Unapportioned,2011,Transport,Shipping,2010,-
London,2011,Transport,Shipping,2010,19.36817418
Barking and Dagenham,2011,Transport,Railways diesel,2010,3.147010376
Barnet,2011,Transport,Railways diesel,2010,6.499300709
Bexley,2011,Transport,Railways diesel,2010,1.149897478
Brent,2011,Transport,Railways diesel,2010,8.774775882
Bromley,2011,Transport,Railways diesel,2010,1.265565585
Camden,2011,Transport,Railways diesel,2010,8.427626564
City of London,2011,Transport,Railways diesel,2010,0.010794913
Croydon,2011,Transport,Railways diesel,2010,1.806440076
Ealing,2011,Transport,Railways diesel,2010,21.75708299
Enfield,2011,Transport,Railways diesel,2010,0.846621183
Greenwich,2011,Transport,Railways diesel,2010,0.663979018
Hackney,2011,Transport,Railways diesel,2010,0.702484814
Hammersmith and Fulham,2011,Transport,Railways diesel,2010,4.458165757
Haringey,2011,Transport,Railways diesel,2010,3.912250912
Harrow,2011,Transport,Railways diesel,2010,3.569959526
Havering,2011,Transport,Railways diesel,2010,2.355961573
Hillingdon,2011,Transport,Railways diesel,2010,15.39230842
Hounslow,2011,Transport,Railways diesel,2010,0.676371652
Islington,2011,Transport,Railways diesel,2010,1.5679355
Kensington and Chelsea,2011,Transport,Railways diesel,2010,4.225335862
Kingston,2011,Transport,Railways diesel,2010,0.630081223
Lambeth,2011,Transport,Railways diesel,2010,1.324263882
Lewisham,2011,Transport,Railways diesel,2010,2.115822718
Merton,2011,Transport,Railways diesel,2010,1.040310518
Newham,2011,Transport,Railways diesel,2010,3.13758104
Redbridge,2011,Transport,Railways diesel,2010,1.097681854
Richmond,2011,Transport,Railways diesel,2010,0.31117962
Southwark,2011,Transport,Railways diesel,2010,0.891005834
Sutton,2011,Transport,Railways diesel,2010,0.010570403
Tower Hamlets,2011,Transport,Railways diesel,2010,0.16831837
Waltham Forest,2011,Transport,Railways diesel,2010,3.244302588
Wandsworth,2011,Transport,Railways diesel,2010,2.358449697
Westminster,2011,Transport,Railways diesel,2010,3.634069863
Unapportioned,2011,Transport,Railways diesel,2010,-
London,2011,Transport,Railways diesel,2010,111.1735064
Barking and Dagenham,2011,Transport,Railways electric,2010,25.27152026
Barnet,2011,Transport,Railways electric,2010,41.39932148
Bexley,2011,Transport,Railways electric,2010,18.00746379
Brent,2011,Transport,Railways electric,2010,69.09936524
Bromley,2011,Transport,Railways electric,2010,49.72888857
Camden,2011,Transport,Railways electric,2010,61.18219248
City of London,2011,Transport,Railways electric,2010,19.12360534
Croydon,2011,Transport,Railways electric,2010,63.00986409
Ealing,2011,Transport,Railways electric,2010,31.04554975
Enfield,2011,Transport,Railways electric,2010,27.02064528
Greenwich,2011,Transport,Railways electric,2010,19.3469172
Hackney,2011,Transport,Railways electric,2010,15.98549204
Hammersmith and Fulham,2011,Transport,Railways electric,2010,25.4321249
Haringey,2011,Transport,Railways electric,2010,35.82828494
Harrow,2011,Transport,Railways electric,2010,26.77431647
Havering,2011,Transport,Railways electric,2010,30.39406435
Hillingdon,2011,Transport,Railways electric,2010,23.08043167
Hounslow,2011,Transport,Railways electric,2010,21.78739763
Islington,2011,Transport,Railways electric,2010,31.29752683
Kensington and Chelsea,2011,Transport,Railways electric,2010,24.76781619
Kingston,2011,Transport,Railways electric,2010,18.21187896
Lambeth,2011,Transport,Railways electric,2010,61.84353119
Lewisham,2011,Transport,Railways electric,2010,45.98783213
Merton,2011,Transport,Railways electric,2010,36.51368909
Newham,2011,Transport,Railways electric,2010,54.00888129
Redbridge,2011,Transport,Railways electric,2010,23.31012787
Richmond,2011,Transport,Railways electric,2010,23.65406205
Southwark,2011,Transport,Railways electric,2010,41.43971931
Sutton,2011,Transport,Railways electric,2010,8.08819052
Tower Hamlets,2011,Transport,Railways electric,2010,45.72299606
Waltham Forest,2011,Transport,Railways electric,2010,16.19836692
Wandsworth,2011,Transport,Railways electric,2010,85.21744986
Westminster,2011,Transport,Railways electric,2010,64.71501208
Unapportioned,2011,Transport,Railways electric,2010,-
London,2011,Transport,Railways electric,2010,1184.494526
Barking and Dagenham,2011,Transport,Road Transport,2010,134.0141344
Barnet,2011,Transport,Road Transport,2010,374.2197153
Bexley,2011,Transport,Road Transport,2010,181.4564459
Brent,2011,Transport,Road Transport,2010,200.670595
Bromley,2011,Transport,Road Transport,2010,246.9776735
Camden,2011,Transport,Road Transport,2010,158.2182146
City of London,2011,Transport,Road Transport,2010,48.42569621
Croydon,2011,Transport,Road Transport,2010,227.7015204
Ealing,2011,Transport,Road Transport,2010,277.1821057
Enfield,2011,Transport,Road Transport,2010,362.4278309
Greenwich,2011,Transport,Road Transport,2010,208.8521412
Hackney,2011,Transport,Road Transport,2010,125.6911398
Hammersmith and Fulham,2011,Transport,Road Transport,2010,110.1548589
Haringey,2011,Transport,Road Transport,2010,135.2786396
Harrow,2011,Transport,Road Transport,2010,133.1858292
Havering,2011,Transport,Road Transport,2010,330.4598458
Hillingdon,2011,Transport,Road Transport,2010,388.5742524
Hounslow,2011,Transport,Road Transport,2010,281.0284626
Islington,2011,Transport,Road Transport,2010,99.26722461
Kensington and Chelsea,2011,Transport,Road Transport,2010,115.4677739
Kingston,2011,Transport,Road Transport,2010,160.9061249
Lambeth,2011,Transport,Road Transport,2010,169.5701458
Lewisham,2011,Transport,Road Transport,2010,159.1750254
Merton,2011,Transport,Road Transport,2010,134.2574952
Newham,2011,Transport,Road Transport,2010,182.580051
Redbridge,2011,Transport,Road Transport,2010,243.2372624
Richmond,2011,Transport,Road Transport,2010,159.6831857
Southwark,2011,Transport,Road Transport,2010,169.5751105
Sutton,2011,Transport,Road Transport,2010,107.5012731
Tower Hamlets,2011,Transport,Road Transport,2010,165.1387934
Waltham Forest,2011,Transport,Road Transport,2010,169.3806358
Wandsworth,2011,Transport,Road Transport,2010,173.3149694
Westminster,2011,Transport,Road Transport,2010,258.6086106
Unapportioned,2011,Transport,Road Transport,2010,-
London,2011,Transport,Road Transport,2010,6392.182783
Barking and Dagenham,2011,Transport,Total,N/A,162.7264433
Barnet,2011,Transport,Total,N/A,422.3433291
Bexley,2011,Transport,Total,N/A,208.737808
Brent,2011,Transport,Total,N/A,278.8673001
Bromley,2011,Transport,Total,N/A,299.3833233
Camden,2011,Transport,Total,N/A,227.8280337
City of London,2011,Transport,Total,N/A,71.18597846
Croydon,2011,Transport,Total,N/A,293.9590541
Ealing,2011,Transport,Total,N/A,330.1507135
Enfield,2011,Transport,Total,N/A,390.5953315
Greenwich,2011,Transport,Total,N/A,235.2656887
Hackney,2011,Transport,Total,N/A,144.7031169
Hammersmith and Fulham,2011,Transport,Total,N/A,153.8527701
Haringey,2011,Transport,Total,N/A,175.2356444
Harrow,2011,Transport,Total,N/A,163.7694891
Havering,2011,Transport,Total,N/A,366.462318
Hillingdon,2011,Transport,Total,N/A,1077.87122
Hounslow,2011,Transport,Total,N/A,397.9987439
Islington,2011,Transport,Total,N/A,132.240371
Kensington and Chelsea,2011,Transport,Total,N/A,146.2106863
Kingston,2011,Transport,Total,N/A,179.8185511
Lambeth,2011,Transport,Total,N/A,232.7957335
Lewisham,2011,Transport,Total,N/A,209.2098261
Merton,2011,Transport,Total,N/A,171.8114948
Newham,2011,Transport,Total,N/A,274.2831665
Redbridge,2011,Transport,Total,N/A,270.2561497
Richmond,2011,Transport,Total,N/A,223.8861092
Southwark,2011,Transport,Total,N/A,213.4308786
Sutton,2011,Transport,Total,N/A,117.8613658
Tower Hamlets,2011,Transport,Total,N/A,211.155489
Waltham Forest,2011,Transport,Total,N/A,194.0899672
Wandsworth,2011,Transport,Total,N/A,273.2371964
Westminster,2011,Transport,Total,N/A,327.1350068
Unapportioned,2011,Transport,Total,N/A,-
London,2011,Transport,Total,N/A,8578.358299
Barking and Dagenham,2011,Total,Total,N/A,716.4796918
Barnet,2011,Total,Total,N/A,1477.064889
Bexley,2011,Total,Total,N/A,977.6154975
Brent,2011,Total,Total,N/A,1115.862183
Bromley,2011,Total,Total,N/A,1225.903921
Camden,2011,Total,Total,N/A,1484.487802
City of London,2011,Total,Total,N/A,1373.561645
Croydon,2011,Total,Total,N/A,1343.113606
Ealing,2011,Total,Total,N/A,1451.874281
Enfield,2011,Total,Total,N/A,1286.206928
Greenwich,2011,Total,Total,N/A,992.8623988
Hackney,2011,Total,Total,N/A,772.8989608
Hammersmith and Fulham,2011,Total,Total,N/A,916.7332539
Haringey,2011,Total,Total,N/A,828.5065392
Harrow,2011,Total,Total,N/A,793.1178683
Havering,2011,Total,Total,N/A,1051.895422
Hillingdon,2011,Total,Total,N/A,2366.563002
Hounslow,2011,Total,Total,N/A,1414.216555
Islington,2011,Total,Total,N/A,982.7932374
Kensington and Chelsea,2011,Total,Total,N/A,1266.753612
Kingston,2011,Total,Total,N/A,670.5178636
Lambeth,2011,Total,Total,N/A,1139.925459
Lewisham,2011,Total,Total,N/A,848.155095
Merton,2011,Total,Total,N/A,791.5395336
Newham,2011,Total,Total,N/A,1374.951027
Redbridge,2011,Total,Total,N/A,910.0433955
Richmond,2011,Total,Total,N/A,834.7252789
Southwark,2011,Total,Total,N/A,1318.263231
Sutton,2011,Total,Total,N/A,699.5032464
Tower Hamlets,2011,Total,Total,N/A,1789.54759
Waltham Forest,2011,Total,Total,N/A,827.5501508
Wandsworth,2011,Total,Total,N/A,1072.797776
Westminster,2011,Total,Total,N/A,2854.747754
Unapportioned,2011,Total,Total,N/A,-
London,2011,Total,Total,N/A,38994.15699
Barking and Dagenham,2010,Domestic,Electricity,2010,149.5826148
Barnet,2010,Domestic,Electricity,2010,341.5083457
Bexley,2010,Domestic,Electricity,2010,211.0928616
Brent,2010,Domestic,Electricity,2010,234.3313957
Bromley,2010,Domestic,Electricity,2010,307.7834642
Camden,2010,Domestic,Electricity,2010,192.5183383
City of London,2010,Domestic,Electricity,2010,13.85617527
Croydon,2010,Domestic,Electricity,2010,322.6542002
Ealing,2010,Domestic,Electricity,2010,264.0626191
Enfield,2010,Domestic,Electricity,2010,276.4277401
Greenwich,2010,Domestic,Electricity,2010,203.8873387
Hackney,2010,Domestic,Electricity,2010,184.0576537
Hammersmith and Fulham,2010,Domestic,Electricity,2010,154.0784885
Haringey,2010,Domestic,Electricity,2010,203.6852736
Harrow,2010,Domestic,Electricity,2010,195.7905571
Havering,2010,Domestic,Electricity,2010,226.3398005
Hillingdon,2010,Domestic,Electricity,2010,232.3654251
Hounslow,2010,Domestic,Electricity,2010,208.7722832
Islington,2010,Domestic,Electricity,2010,171.9753328
Kensington and Chelsea,2010,Domestic,Electricity,2010,202.6699648
Kingston,2010,Domestic,Electricity,2010,148.4732707
Lambeth,2010,Domestic,Electricity,2010,240.0722009
Lewisham,2010,Domestic,Electricity,2010,224.7840578
Merton,2010,Domestic,Electricity,2010,173.0346929
Newham,2010,Domestic,Electricity,2010,202.2692091
Redbridge,2010,Domestic,Electricity,2010,223.2501348
Richmond,2010,Domestic,Electricity,2010,186.5972876
Southwark,2010,Domestic,Electricity,2010,243.078808
Sutton,2010,Domestic,Electricity,2010,181.7877241
Tower Hamlets,2010,Domestic,Electricity,2010,211.1618241
Waltham Forest,2010,Domestic,Electricity,2010,193.6245078
Wandsworth,2010,Domestic,Electricity,2010,269.304517
Westminster,2010,Domestic,Electricity,2010,267.8656964
Unapportioned,2010,Domestic,Electricity,2010,-
London,2010,Domestic,Electricity,2010,7062.743804
Barking and Dagenham,2010,Domestic,Gas,2010,167.8915773
Barnet,2010,Domestic,Gas,2010,485.657769
Bexley,2010,Domestic,Gas,2010,280.7204517
Brent,2010,Domestic,Gas,2010,345.9001263
Bromley,2010,Domestic,Gas,2010,454.0329057
Camden,2010,Domestic,Gas,2010,217.7138685
City of London,2010,Domestic,Gas,2010,7.220146358
Croydon,2010,Domestic,Gas,2010,452.6313607
Ealing,2010,Domestic,Gas,2010,378.5123388
Enfield,2010,Domestic,Gas,2010,350.5517915
Greenwich,2010,Domestic,Gas,2010,258.6715569
Hackney,2010,Domestic,Gas,2010,224.4593122
Hammersmith and Fulham,2010,Domestic,Gas,2010,204.3726782
Haringey,2010,Domestic,Gas,2010,291.7847918
Harrow,2010,Domestic,Gas,2010,312.0750692
Havering,2010,Domestic,Gas,2010,307.0535808
Hillingdon,2010,Domestic,Gas,2010,320.1625445
Hounslow,2010,Domestic,Gas,2010,260.8241024
Islington,2010,Domestic,Gas,2010,210.4539325
Kensington and Chelsea,2010,Domestic,Gas,2010,202.3197842
Kingston,2010,Domestic,Gas,2010,198.4606449
Lambeth,2010,Domestic,Gas,2010,316.5681714
Lewisham,2010,Domestic,Gas,2010,301.4427152
Merton,2010,Domestic,Gas,2010,237.4839108
Newham,2010,Domestic,Gas,2010,247.6930535
Redbridge,2010,Domestic,Gas,2010,322.7973225
Richmond,2010,Domestic,Gas,2010,268.8888389
Southwark,2010,Domestic,Gas,2010,237.726385
Sutton,2010,Domestic,Gas,2010,231.8912063
Tower Hamlets,2010,Domestic,Gas,2010,162.2160458
Waltham Forest,2010,Domestic,Gas,2010,269.9452891
Wandsworth,2010,Domestic,Gas,2010,342.7931844
Westminster,2010,Domestic,Gas,2010,223.4018706
Unapportioned,2010,Domestic,Gas,2010,-
London,2010,Domestic,Gas,2010,9094.318327
Barking and Dagenham,2010,Domestic,Coal,2010,1.816098816
Barnet,2010,Domestic,Coal,2010,1.420434586
Bexley,2010,Domestic,Coal,2010,1.250298967
Brent,2010,Domestic,Coal,2010,0.819024956
Bromley,2010,Domestic,Coal,2010,2.662820268
Camden,2010,Domestic,Coal,2010,0.700325687
City of London,2010,Domestic,Coal,2010,0
Croydon,2010,Domestic,Coal,2010,2.559947568
Ealing,2010,Domestic,Coal,2010,2.239459542
Enfield,2010,Domestic,Coal,2010,2.18406655
Greenwich,2010,Domestic,Coal,2010,1.349215024
Hackney,2010,Domestic,Coal,2010,0.949594152
Hammersmith and Fulham,2010,Domestic,Coal,2010,0.39566423
Haringey,2010,Domestic,Coal,2010,0.973334006
Harrow,2010,Domestic,Coal,2010,0.862548021
Havering,2010,Domestic,Coal,2010,4.289000253
Hillingdon,2010,Domestic,Coal,2010,2.180109907
Hounslow,2010,Domestic,Coal,2010,1.665746408
Islington,2010,Domestic,Coal,2010,0.565799849
Kensington and Chelsea,2010,Domestic,Coal,2010,0.613279557
Kingston,2010,Domestic,Coal,2010,1.198862617
Lambeth,2010,Domestic,Coal,2010,1.004987144
Lewisham,2010,Domestic,Coal,2010,1.507480716
Merton,2010,Domestic,Coal,2010,0.921897656
Newham,2010,Domestic,Coal,2010,1.487697505
Redbridge,2010,Domestic,Coal,2010,1.44417444
Richmond,2010,Domestic,Coal,2010,1.570786993
Southwark,2010,Domestic,Coal,2010,0.79132846
Sutton,2010,Domestic,Coal,2010,2.0297575
Tower Hamlets,2010,Domestic,Coal,2010,0.84276481
Waltham Forest,2010,Domestic,Coal,2010,1.717182758
Wandsworth,2010,Domestic,Coal,2010,0.751762037
Westminster,2010,Domestic,Coal,2010,0.906071087
Unapportioned,2010,Domestic,Coal,2010,-
London,2010,Domestic,Coal,2010,45.67152207
Barking and Dagenham,2010,Domestic,Oil,2010,0.713984192
Barnet,2010,Domestic,Oil,2010,2.507021415
Bexley,2010,Domestic,Oil,2010,1.673501409
Brent,2010,Domestic,Oil,2010,1.48935164
Bromley,2010,Domestic,Oil,2010,4.303289336
Camden,2010,Domestic,Oil,2010,3.347002817
City of London,2010,Domestic,Oil,2010,0.138920001
Croydon,2010,Domestic,Oil,2010,2.549020485
Ealing,2010,Domestic,Oil,2010,1.935187922
Enfield,2010,Domestic,Oil,2010,1.857651178
Greenwich,2010,Domestic,Oil,2010,1.282586987
Hackney,2010,Domestic,Oil,2010,0.995054892
Hammersmith and Fulham,2010,Domestic,Oil,2010,1.201819544
Haringey,2010,Domestic,Oil,2010,0.953055822
Harrow,2010,Domestic,Oil,2010,1.499043733
