name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
London,2015/2/18,10.3,1.6,5.8,10.3,1.6,5.8,1,72.3,0,0,0,,,,,0.1,222.6,1037.2,41.1,25.5,113.1,9.8,5,,2015-02-18T07:09:16,2015-02-18T17:20:28,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/2/19,8.8,5,6.8,8.8,5,6.8,3.9,82,2.014,100,8.33,rain,,,51.8,0.2,205.8,1021.5,75.1,16.9,69.5,5.9,3,,2015-02-19T07:07:17,2015-02-19T17:22:17,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/2/20,7.3,4.8,6.4,7.3,4.8,6.4,3.3,80.8,3.014,100,12.5,rain,,,,0.1,263.2,1006,74.9,21.8,29.6,2.6,1,,2015-02-20T07:05:17,2015-02-20T17:24:05,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/2/21,7.1,2.3,4.3,7.1,2.3,4.3,0.2,75.6,1.998,100,12.5,rain,,,,0.1,291.4,1001.9,55.8,28,79.4,6.9,3,,2015-02-21T07:03:15,2015-02-21T17:25:54,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/2/22,9.1,-1.2,4,9.1,-1.2,4,1.5,84.3,6,100,8.33,rain,,,61.6,0.3,207,1003.2,74.5,22.2,56.3,4.8,3,,2015-02-22T07:01:13,2015-02-22T17:27:42,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/2/23,9.3,4.5,6.4,9.3,4.5,6.4,1.1,68.9,0.809,100,12.5,rain,,,53.4,0.2,240,992.1,59.7,27.9,68.3,5.9,3,,2015-02-23T06:59:09,2015-02-23T17:29:30,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/2/24,9.8,4,6.7,9.8,4,6.7,0.8,67.1,0.799,100,8.33,rain,,,57.6,0.2,259.5,1004.5,47.3,31.5,107.2,9,4,,2015-02-24T06:57:05,2015-02-24T17:31:18,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/2/25,11.8,5.3,8.7,11.8,5.3,8.7,5.1,78.5,2.793,100,8.33,rain,,,,0.1,235.9,1015.2,77.5,23.5,99.4,8.7,5,,2015-02-25T06:54:59,2015-02-25T17:33:05,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/2/26,11.1,5.1,9.2,11.1,5.1,9.2,6.1,81.6,6.19,100,12.5,rain,,,51.8,0.2,252.4,1012.8,77.8,18.2,35.9,3.1,2,,2015-02-26T06:52:53,2015-02-26T17:34:52,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/2/27,9.5,0.6,5.1,9.5,0.6,5.1,-0.5,68.1,0.006,100,8.33,rain,,,,12.6,237.8,1019.4,33.3,26.1,136.2,11.6,5,,2015-02-27T06:50:46,2015-02-27T17:36:39,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,EGWU,03680099999,03882099999,03768399999,03672099999,03781099999,03761099999,EGLC,03772099999,03770099999"
London,2015/2/28,10.1,5.8,8.3,10.1,4.1,8.2,5.6,83.1,0.003,100,4.17,rain,,,57.6,23.8,200.4,1008.5,89.9,14.5,13.2,1,1,,2015-02-28T06:48:38,2015-02-28T17:38:26,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,EGWU,03680099999,03882099999,03768399999,03672099999,03781099999,03761099999,EGLC,03772099999,03770099999"
London,2015/3/1,11.5,5.6,8.8,11.5,5.6,8.8,3.2,68.9,5.997,100,8.33,rain,,,67.8,0.2,251,999.8,52.1,28.7,123.8,10.7,5,,2015-03-01T06:46:29,2015-03-01T17:40:12,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/2,8.8,3.1,5.6,8.8,3.1,5.6,-1.1,64.2,0.2,100,4.17,rain,,,67.8,0.3,260.2,1008,35.4,42.1,96.6,8.3,5,,2015-03-02T06:44:20,2015-03-02T17:41:58,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/3,9.8,4,6,9.8,4,6,-0.2,65.5,0.007,100,8.33,rain,,,51.3,0.2,251.8,1016.2,41,40.1,102.8,9,4,,2015-03-03T06:42:10,2015-03-03T17:43:44,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/4,10.3,2.3,6.3,10.3,-0.8,6.1,-0.2,64.3,0,0,0,,,,48.2,22.2,260.5,1029.5,31.6,32,135.6,11.5,5,,2015-03-04T06:39:59,2015-03-04T17:45:29,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03768399999,03672099999,03781099999,EGLC,03772099999,03770099999,03693099999"
London,2015/3/5,11.3,1.5,6.8,11.3,1.5,6.8,0.9,66.9,0.001,100,4.17,rain,,,,0.1,270.1,1039,54.9,30.9,148.1,12.8,6,,2015-03-05T06:37:47,2015-03-05T17:47:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/6,12.6,6.1,8.8,12.6,6.1,8.8,2.3,64.2,0,0,0,,,,46.4,0.2,225.8,1034,61.1,30.6,139.3,12,5,,2015-03-06T06:35:35,2015-03-06T17:48:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/7,16.3,7.1,10.4,16.3,7.1,10.4,4.1,65.8,0,0,0,,,,51.8,0.2,214.9,1025.2,57.9,21.3,103.5,9,4,,2015-03-07T06:33:23,2015-03-07T17:50:44,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/8,12.5,6.7,9.5,12.5,6.7,9.5,5.9,78.5,0,0,0,,,,48.2,0.2,244,1023.1,66.9,20.9,124.7,10.9,6,,2015-03-08T06:31:10,2015-03-08T17:52:28,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/9,10.3,4.8,8.1,10.3,4.8,8.1,4.8,80.1,0.001,100,4.17,rain,,,46.4,0.2,209,1025.2,74.5,14.3,65.1,5.5,3,,2015-03-09T06:28:56,2015-03-09T17:54:12,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/10,12.5,5.5,8.9,12.5,5.5,8.9,2,64.1,0.001,100,4.17,rain,,,24.1,0.1,333.2,1029.9,56.3,24.5,113.9,9.7,4,,2015-03-10T06:26:42,2015-03-10T17:55:56,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/11,13.1,4.6,8.8,13.1,4.6,8.8,3.5,70,0,0,0,,,,,0.1,152.7,1028.8,75.6,15.4,153.1,13.1,6,,2015-03-11T06:24:28,2015-03-11T17:57:40,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/12,14.3,6.6,10.6,14.3,6.6,10.6,0.3,51.6,0,0,0,,,,35.3,0.2,139.7,1025.4,79.7,22.4,154.8,13.5,6,,2015-03-12T06:22:13,2015-03-12T17:59:23,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"376,909,999,903,680,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/13,11.8,4.8,9,11.8,4.8,9,0.3,55.5,0,0,0,,,,,0.2,87.4,1023.1,76.9,24.8,72.9,6.2,3,,2015-03-13T06:19:58,2015-03-13T18:01:06,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/14,9.1,3.6,6.2,9.1,3.6,6.2,-0.2,64.1,0,0,0,,,,38.9,0.1,37.7,1030.1,69.3,18.7,159.8,13.8,6,,2015-03-14T06:17:42,2015-03-14T18:02:49,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/15,7.3,5.3,6.3,7.3,5.3,6.3,2.9,78.9,0.202,100,8.33,rain,,,,0.1,50.6,1027.7,86.8,9.1,142.9,12.5,5,,2015-03-15T06:15:26,2015-03-15T18:04:32,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/16,8.6,4.6,6.7,8.6,4.6,6.7,3.4,80,6.561,100,12.5,rain,,,27.7,0.1,80.6,1023.4,78.9,6.4,87.3,7.5,3,,2015-03-16T06:13:10,2015-03-16T18:06:14,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/17,12.5,5.8,8.8,12.5,5.8,8.8,5.4,79.8,0.202,100,4.17,rain,,,40.7,0.1,48.8,1025,70.6,3.6,139.8,12.1,5,,2015-03-17T06:10:54,2015-03-17T18:07:56,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/18,10.1,4.1,7.1,10.1,4.1,7.1,3.4,77.7,0.198,100,4.17,rain,,,,0.1,27.9,1031.7,63.3,4.7,142.5,12.2,6,,2015-03-18T06:08:37,2015-03-18T18:09:38,0.98,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/19,8.6,6.3,7.2,8.6,6.3,7.2,3.5,77.4,0,0,0,,,,,0.1,24.7,1032.8,97.6,8,78.8,6.7,3,,2015-03-19T06:06:21,2015-03-19T18:11:20,1,Overcast,Cloudy skies throughout the day.,cloudy,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/20,12.6,5.1,7.7,12.6,5.1,7.7,3.2,73.7,0,0,0,,,,,0.1,24.6,1027.3,68.3,8.3,174.8,15.3,6,,2015-03-20T06:04:04,2015-03-20T18:13:02,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/21,9.8,6.3,7.8,9.8,6.3,7.8,2.5,69.7,0,0,0,,,,48.2,0.2,8.2,1025.6,78.2,22.2,157.7,13.7,5,,2015-03-21T06:01:47,2015-03-21T18:14:44,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/22,8.8,3.8,6.2,8.8,3.8,6.2,-0.1,64.7,0,0,0,,,,27.7,0.1,68.5,1026.1,74.6,29.3,183.1,16,6,,2015-03-22T05:59:30,2015-03-22T18:16:25,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/23,11.1,2.3,7.4,11.1,2.3,7.4,1.5,67.1,0,0,0,,,,,0.1,254.8,1016.1,72,19.3,184.7,15.9,7,,2015-03-23T05:57:13,2015-03-23T18:18:07,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/24,9.6,5.8,7.4,9.6,5.8,7.4,1.7,67.7,0.413,100,12.5,rain,,,,0.1,332.2,1009.9,62,21.7,117.4,10.2,4,,2015-03-24T05:54:56,2015-03-24T18:19:48,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/25,10,2.8,6,10,2.8,6,-0.1,66.5,0.996,100,8.33,rain,,,,0.1,320.6,1011.4,38.1,16.1,161.8,14,6,,2015-03-25T05:52:39,2015-03-25T18:21:29,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/26,13,4.6,8.2,13,4.6,8.2,2.9,71.6,4.018,100,12.5,rain,,,57.6,0.2,251.3,1006.1,65.5,25.3,122.2,10.6,6,,2015-03-26T05:50:22,2015-03-26T18:23:10,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/27,12.8,4,8.1,12.8,4,8.1,1,62.6,0,0,0,,,,,0.1,255.2,1019.6,54.9,35.7,141.3,12.3,5,,2015-03-27T05:48:05,2015-03-27T18:24:51,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/28,13.6,7.3,11.1,13.6,7.3,11.1,8.1,82.2,0.198,100,4.17,rain,,,61.6,0.2,228.3,1011.9,86.5,18.9,95,8.2,5,,2015-03-28T05:45:48,2015-03-28T18:26:32,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/29,13.8,9.1,10.9,13.8,9.1,10.9,7.3,79.1,2.013,100,12.5,rain,,,86.6,0.3,255,1000,81.5,18,68.8,5.8,4,,2015-03-29T06:43:32,2015-03-29T19:28:13,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/30,11.5,6.5,9,11.5,6.5,9,2.8,66.9,2.196,100,8.33,rain,,,55.8,0.2,261,1006.9,68.6,28.9,148.2,12.9,5,,2015-03-30T06:41:15,2015-03-30T19:29:53,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/3/31,13.3,6.8,11,13.3,6.8,11,3.2,60.3,0.8,100,12.5,rain,,,86.8,0.3,281,1007.1,56.9,33.8,197.7,17.1,7,,2015-03-31T06:38:59,2015-03-31T19:31:34,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/1,10.8,4.5,7.8,10.8,4.5,7.8,0.6,61.4,0,0,0,,,,61.2,0.2,272.1,1022.4,51.3,29.6,169,14.6,5,,2015-04-01T06:36:43,2015-04-01T19:33:15,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/2,11.8,6.4,9,11.8,3.7,8.8,2.4,66.1,2.004,100,12.5,rain,,,55.4,13.6,341.1,1020.2,87.8,31.1,142.6,12.2,5,,2015-04-02T06:34:27,2015-04-02T19:34:55,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/3,12.5,6.6,9.3,12.5,6.6,9.3,7.5,88.1,0.811,100,12.5,rain,,,27.7,0.1,171.5,1016.8,92.1,10.8,70.7,6,2,,2015-04-03T06:32:12,2015-04-03T19:36:36,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/4,10.1,8,8.9,10.1,8,8.9,5,76.5,0.206,100,8.33,rain,,,46.4,0.2,16.6,1021.7,91.9,17.8,141.8,12.2,5,,2015-04-04T06:29:57,2015-04-04T19:38:16,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/5,12.5,7.1,9.2,12.5,7.1,9.2,3.3,66.6,0.001,100,4.17,rain,,,,0.1,78.2,1027.2,74.6,22.5,170.8,14.8,5,,2015-04-05T06:27:42,2015-04-05T19:39:57,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/6,16.1,3.8,9.4,16.1,3.8,9.4,4.7,73.2,0,0,0,,,,,0.1,47.8,1031.8,30.2,20.4,231.5,19.9,7,,2015-04-06T06:25:27,2015-04-06T19:41:37,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/7,18,4.1,11.2,18,4.1,11.2,4.5,65.5,0,0,0,,,,,0.1,334.4,1036.2,28.6,23.9,236.6,20.2,7,,2015-04-07T06:23:13,2015-04-07T19:43:17,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/8,17.3,6.5,11.6,17.3,6.5,11.6,6.8,73.8,0,0,0,,,,24.1,2.9,240.7,1032.8,42.9,11.5,226.3,19.4,7,,2015-04-08T06:21:00,2015-04-08T19:44:58,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/9,17.3,6.6,11.6,17.3,6.6,11.6,6.1,71.5,0,0,0,,,,,5.8,148.7,1027,36.9,8.2,228.8,19.7,7,,2015-04-09T06:18:46,2015-04-09T19:46:38,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/10,20.6,7.6,13.7,20.6,7.6,13.7,5.5,60.8,0,0,0,,,,29.5,14,213.9,1018.1,48.8,12.8,211.2,18.3,6,,2015-04-10T06:16:34,2015-04-10T19:48:19,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/11,14.5,8.8,11.5,14.5,8.8,11.5,3.3,59.8,1.992,100,4.17,rain,,,53.6,0.2,256,1018,64.9,31.3,198.4,17.1,7,,2015-04-11T06:14:22,2015-04-11T19:49:59,0.72,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"376,909,999,903,680,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/12,17.6,4.8,11.3,17.6,4.8,11.3,3.6,60.4,0,0,0,,,,56,0.2,228.4,1026,61.1,32.8,224.3,19.4,7,,2015-04-12T06:12:10,2015-04-12T19:51:39,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/13,16.1,8.3,11.4,16.1,8.3,11.4,5.4,66.5,0,0,0,,,,,0.1,225.2,1030.6,84.8,30.4,185.1,16,6,,2015-04-13T06:09:59,2015-04-13T19:53:20,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/14,22.5,7.3,14.5,22.5,7.3,14.5,7.4,65.2,0.001,100,4.17,rain,,,,0.2,236.1,1025.5,32.1,30,261.8,22.7,8,,2015-04-14T06:07:49,2015-04-14T19:55:00,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"376,909,999,903,680,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/15,24.3,9,17.3,24.3,9,17.3,6.6,53.1,0,0,0,,,,,0.1,273.1,1017.4,19.8,31.2,262.3,22.8,8,,2015-04-15T06:05:40,2015-04-15T19:56:40,0.93,Clear,Clear conditions throughout the day.,clear-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/16,16.3,9.3,12.1,16.3,9.3,12.1,5.1,63.7,0,0,0,,,,,16.7,82.2,1015.5,69.6,27.4,194.7,17,6,,2015-04-16T06:03:31,2015-04-16T19:58:21,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"376,909,999,903,680,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/17,14.8,8.8,11.1,14.8,8.8,11.1,2.9,58.4,0,0,0,,,,46.4,0.2,72.3,1019.9,66.3,42.7,229.8,19.9,7,,2015-04-17T06:01:23,2015-04-17T20:00:01,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"376,909,999,903,680,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/18,14.5,5.5,9.9,14.5,5.5,9.9,2,60.1,0,0,0,,,,49.6,0.2,72.6,1027.4,34.7,34,275.4,23.9,8,,2015-04-18T05:59:15,2015-04-18T20:01:41,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/19,11.5,5.1,8.4,11.5,5.1,8.4,2.1,65.1,0,0,0,,,,,0.1,43.9,1025.1,71.4,32.3,207.6,18.1,6,,2015-04-19T05:57:09,2015-04-19T20:03:21,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/20,18.6,5.6,11.5,18.6,5.6,11.5,3.7,61.4,0,0,0,,,,35.3,0.1,70.2,1029.2,49.6,25.1,269.9,23.3,8,,2015-04-20T05:55:03,2015-04-20T20:05:01,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/21,18.5,6.1,11.9,18.5,6.1,11.9,3.2,56.9,0,0,0,,,,,0.1,58.2,1033.8,29,29.5,284.9,24.6,8,,2015-04-21T05:52:58,2015-04-21T20:06:41,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/22,14.6,6.8,10.9,14.6,6.8,10.9,4.7,66.1,0,0,0,,,,46.4,0.2,68.3,1030.5,48.6,28.1,283.4,24.4,8,,2015-04-22T05:50:55,2015-04-22T20:08:21,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"376,909,999,903,680,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/23,16.7,7.8,11.1,16.7,7.8,11.1,5,67.6,0,0,0,,,,,0.1,84.5,1020.3,57.9,26.8,266.9,23.1,8,,2015-04-23T05:48:52,2015-04-23T20:10:01,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/24,17.8,6.3,12.2,17.8,6.3,12.2,7.1,72.4,0,0,0,,,,,0.2,226.6,1011.8,47.8,12.3,211.2,18.4,6,,2015-04-24T05:46:50,2015-04-24T20:11:41,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"376,909,999,903,680,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/25,17.8,11.3,13.7,17.8,11.3,13.7,9.5,77.3,2.793,100,12.5,rain,,,44.6,0.2,228.1,1005.9,81,17.7,191.2,16.4,7,,2015-04-25T05:44:49,2015-04-25T20:13:21,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/26,12,7.5,9.6,12,7.5,9.6,6.2,80.2,3.805,100,12.5,rain,,,,0.1,15.1,1007.7,82.6,20.7,99.3,8.7,3,,2015-04-26T05:42:49,2015-04-26T20:15:00,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2015/4/27,12.3,4.8,8.9,12.3,4.8,8.9,-0.3,53.9,0,0,0,,,,,0.1,317.3,1011.4,51.6,42.5,284.9,24.7,8,,2015-04-27T05:40:51,2015-04-27T20:16:39,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
