objectid,name,unique_code,pollutant_metric,maximum_value,unit,compliance_status,compliance_metric,globalid,shape_Length,shape_Area
113,East Lothian,S12000010,Nitrogen Oxides annual mean Critical Level 2020,4,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{319411BE-E879-4585-A1FA-B87C7094739D},200290.247298163,679179836.309118
114,Fife,S12000047,Nitrogen Oxides annual mean Critical Level 2020,6,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{59B38969-A053-49EB-919C-180944920A8C},354737.733384572,1325381099.28936
115,Highland,S12000017,Nitrogen Oxides annual mean Critical Level 2020,2,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{5001E1EA-CAD1-4A3E-ABD8-0F53973063AC},5221672.91689105,26159623364.809
116,Inverclyde,S12000018,Nitrogen Oxides annual mean Critical Level 2020,4,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{AD89FB55-97AF-4739-ACF3-3D53BEA25C17},79292.3993194081,161948858.627358
117,Moray,S12000020,Nitrogen Oxides annual mean Critical Level 2020,2,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{6CC315F9-3E47-4E10-A037-8B34BBB49CFB},459685.936136255,2237218030.80783
118,North Ayrshire,S12000021,Nitrogen Oxides annual mean Critical Level 2020,2,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{746AC2F4-1504-4574-A75B-4DE57FECEFD2},349479.371611209,885276171.260992
119,Orkney Islands,S12000023,Nitrogen Oxides annual mean Critical Level 2020,2,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{2F136630-F542-4DB4-AB23-A3B5607BB95B},1203626.44906208,1015068427.10954
120,Perth and Kinross,S12000048,Nitrogen Oxides annual mean Critical Level 2020,6,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{35B8B5C4-E188-43D0-84DB-531BC8BFA92C},619318.000640052,5383759647.16091
121,Scottish Borders,S12000026,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{C778B94D-CEE9-4E82-A933-D895D3FB5975},514891.622612693,4739182406.06294
122,Shetland Islands,S12000027,Nitrogen Oxides annual mean Critical Level 2020,2,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{8E63094F-3DDF-4F4B-9991-BAE0F36D2BFB},2322377.79167611,1468495456.02047
123,South Ayrshire,S12000028,Nitrogen Oxides annual mean Critical Level 2020,4,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{03AAA478-F535-4318-A632-15A0A1A22366},334722.293696274,1224369285.20356
124,South Lanarkshire,S12000029,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{E6305404-661B-4206-8987-B7A337F165E7},284527.34016518,1773897195.5193
125,Stirling,S12000030,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{B7157394-71BF-4BDE-8CFE-0BCF29797D3C},341963.178281952,2253344395.5433
126,Na h-Eileanan Siar,S12000013,Nitrogen Oxides annual mean Critical Level 2020,2,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{E33AE7D8-0477-4BE7-9B5D-541A3E25DE23},3874620.49577166,3096880085.89603
127,Carmarthenshire,W06000010,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{EFB54DAC-601D-483C-AF50-3A1399A725B5},591603.878496041,2371103920.5118
128,Ceredigion,W06000008,Nitrogen Oxides annual mean Critical Level 2020,3,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{9003AEA1-CC8B-4BF7-BF19-5F886C42BCBA},380232.841254069,1788908741.41065
129,Conwy,W06000003,Nitrogen Oxides annual mean Critical Level 2020,4,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{3DB7D354-1308-420E-9978-03EE9E412BD8},283047.440462211,1130197330.18461
130,Denbighshire,W06000004,Nitrogen Oxides annual mean Critical Level 2020,11,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{4879818C-CCF9-4124-8A43-D69CCA5FC809},228673.537419035,838569401.650381
131,Flintshire,W06000005,Nitrogen Oxides annual mean Critical Level 2020,6,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{FAB2688B-8F4D-4164-B370-06B8E3FA4931},239102.416881164,439723939.165062
132,Gwynedd,W06000002,Nitrogen Oxides annual mean Critical Level 2020,3,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{188DFDD4-E646-4F23-AB9C-1B1C9A4B7EFE},632724.571424226,2547891706.6665
133,Isle of Anglesey,W06000001,Nitrogen Oxides annual mean Critical Level 2020,3,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{4A4B868D-B201-4AB2-9678-2BE0E83DA09C},377822.31736502,714827609.556943
134,Merthyr Tydfil,W06000024,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{25E5893B-DD3E-4D57-8CF2-77A82BF52842},66696.9295920567,111957018.608226
135,Monmouthshire,W06000021,Nitrogen Oxides annual mean Critical Level 2020,7,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{EFD54C17-2A8D-4563-8395-DDEE928ACA3B},224184.496319547,850264584.692628
136,Pembrokeshire,W06000009,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{4B6B3E17-3379-4057-923A-0C6B2A4ED8A8},743272.933168956,1618344600.97342
137,Powys,W06000023,Nitrogen Oxides annual mean Critical Level 2020,7,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{C9BD3923-53E5-48D1-9745-2A7673B0B5DA},610145.541416205,5195312116.78482
138,Rhondda Cynon Taf,W06000016,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{B16F963F-CBE2-4EF3-A0C5-8F70AF7954E8},130240.675463069,424150424.443562
139,Wrexham,W06000006,Nitrogen Oxides annual mean Critical Level 2020,7,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{74338172-0C27-4D7F-9824-E4D361894EC5},190040.818038468,503773489.327213
140,Isles of Scilly,E06000053,Nitrogen Oxides annual mean Critical Level 2020,3,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{97D40C12-7E99-420E-8D4B-7F7CBA22BD55},116312.050817675,16337569.4228754
141,County Durham,E06000047,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{961B8815-9248-4693-90F7-4914082135F6},314911.224386944,2231459817.94596
142,Northumberland,E06000057,Nitrogen Oxides annual mean Critical Level 2020,4,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{2ECCA866-A211-44C2-B3B9-071E2E668040},601230.810060573,5030751708.1467
143,Shropshire,E06000051,Nitrogen Oxides annual mean Critical Level 2020,7,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{37D14F67-2F43-432C-B11F-566BC4D622A2},580650.678546698,3197275381.12607
144,Wiltshire,E06000054,Nitrogen Oxides annual mean Critical Level 2020,9,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{0C29277F-2DAE-4D02-BD1A-4E6B6111E87E},402006.968203754,3255338123.71718
145,Central Bedfordshire,E06000056,Nitrogen Oxides annual mean Critical Level 2020,12,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{58367B60-3240-4AD5-937B-40ACF1B55A7B},232692.717694514,715665302.20009
146,Cheshire East,E06000049,Nitrogen Oxides annual mean Critical Level 2020,7,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{2F68427C-5CE7-4AAB-8797-4E5BD967E9CD},301225.377394864,1166357379.5532
147,Cheshire West and Chester,E06000050,Nitrogen Oxides annual mean Critical Level 2020,7,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{8CE235A1-AFBF-4251-81E3-A447F8314A41},335615.350142603,920017989.862046
148,Cornwall,E06000052,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{EF98A482-D19D-41AB-8EFF-EA3049D88C7D},1241482.93652261,3548934061.31534
149,Antrim and Newtownabbey,N09000001,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{88FB7E30-C8FD-473D-BEDA-22FBC352C755},165145.087874744,728186553.509529
150,Armagh City Banbridge and Craigavon,N09000002,Nitrogen Oxides annual mean Critical Level 2020,6,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{2FBE097F-F0E4-4CE8-BFFF-E63DCFD172B5},243056.447070263,1437068553.12479
151,Causeway Coast and Glens,N09000004,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{9D67A9F6-882C-4DD0-A81B-C7977CF1F1F7},381750.417386068,1985534511.18953
152,Derry City and Strabane,N09000005,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{0C65ED98-014F-47F7-9EFF-48CC45A4C7FC},271488.956324295,1251241562.86132
153,Fermanagh and Omagh,N09000006,Nitrogen Oxides annual mean Critical Level 2020,4,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{92CB9E93-80A3-4CA9-88E3-3C9BBCDEEB5C},426624.234971301,3012114876.90125
154,Mid and East Antrim,N09000008,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{98305DBE-DBE0-4D99-9828-39937337DF11},234863.3303294,1061355466.99125
155,Mid Ulster,N09000009,Nitrogen Oxides annual mean Critical Level 2020,5,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{15EBE70F-3789-4411-A0D7-A7FBD91C6E35},318433.308425238,1957293802.62133
156,Newry Mourne and Down,N09000010,Nitrogen Oxides annual mean Critical Level 2020,6,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{BCD474B5-52EF-44CA-B5CB-F107B1B63BBB},380093.278004495,1682340589.11656
157,Ards and North Down,N09000011,Nitrogen Oxides annual mean Critical Level 2020,4,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{7D23ABB8-1BA0-427A-864C-204B5CDA17BA},204689.104478935,566472954.625102
158,Dorset,E06000059,Nitrogen Oxides annual mean Critical Level 2020,8,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{2303FD2B-B8CA-485E-AD09-58C97C208D4C},594358.349992159,2490956587.49922
159,East Suffolk,E07000244,Nitrogen Oxides annual mean Critical Level 2020,12,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{CE4830C8-EA19-4406-B375-C86182985E32},584787.509022933,1260989609.73078
160,West Suffolk,E07000245,Nitrogen Oxides annual mean Critical Level 2020,11,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{F7F169D7-5084-4736-BF56-78A9D47E45E1},274547.779729504,1034675784.57658
161,Somerset West and Taunton,E07000246,Nitrogen Oxides annual mean Critical Level 2020,7,μg m⁻³ as NO₂,Compliant,Critical Level: 30 μg m⁻³ as NO2,{7E2B4CDC-0205-4943-B069-ABACBFC1EE9D},288674.538792219,1189084337.09573
