Month (text),GMT,London Mean Roadside Nitric Oxide (ug/m3),London Mean Roadside Nitrogen Dioxide (ug/m3),London Mean Roadside Oxides of Nitrogen (ug/m3),London Mean Roadside Ozone (ug/m3),London Mean Roadside PM10 Particulate (ug/m3),London Mean Roadside PM2.5 Particulate (ug/m3),London Mean Roadside Sulphur Dioxide (ug/m3),London Mean Background Nitric Oxide (ug/m3),London Mean Background Nitrogen Dioxide (ug/m3),London Mean Background Oxides of Nitrogen (ug/m3),London Mean Background Ozone (ug/m3),London Mean Background PM10 Particulate (ug/m3),London Mean Background PM2.5 Particulate (ug/m3),London Mean Background Sulphur Dioxide (ug/m3)
2009/9/1,22:00,,50.56666667,,21.93333333,22.66666667,14.43333333,2.1,,37.76666667,,25.4,19.46666667,12.66666667,3.133333333
2009/9/1,23:00,,46.33333333,,22.56666667,22.2,13.66666667,1.9,,34.26666667,,26.06666667,19.4,12.56666667,2.966666667
2009/10/1,00:00,,48.06451613,,13.06451613,24.4516129,16.38709677,3.580645161,,38.96774194,,16.4516129,21.22580645,15.67741935,3.838709677
2009/10/1,01:00,,42.93548387,,14.67741935,22.4516129,14.96774194,3,,34.90322581,,17.90322581,19.87096774,14.4516129,3.967741935
2009/10/1,02:00,,39.77419355,,15.77419355,21.22580645,14.87096774,3,,32.90322581,,18.74193548,18.51612903,14,2.709677419
2009/10/1,03:00,,39.90322581,,15.22580645,20.19354839,14.38709677,3,,31.77419355,,18.64516129,17.58064516,13.35483871,3.064516129
2009/10/1,04:00,,45.32258065,,12.87096774,20.87096774,14.87096774,3.258064516,,34.41935484,,16.83870968,17.16129032,12.83870968,3.290322581
2009/10/1,05:00,,58.4516129,,9.935483871,23.67741935,17.41935484,4.064516129,,41.5483871,,13.41935484,18.12903226,13,3.612903226
2009/10/1,06:00,,70.80645161,,8,27.22580645,19.61290323,4.935483871,,50.19354839,,10.67741935,19.64516129,13.74193548,4.322580645
2009/10/1,07:00,,75.48387097,,9.032258065,30.29032258,20.64516129,5.35483871,,54.12903226,,11.58064516,22.74193548,15.03225806,4.709677419
2009/10/1,08:00,,74.51612903,,11.48387097,31.90322581,20.41935484,5.64516129,,52.96774194,,15,24.29032258,15.64516129,4.870967742
2009/10/1,09:00,,69.74193548,,15.25806452,31.61290323,18.74193548,5.096774194,,47.16129032,,20.29032258,24.19354839,15.32258065,4.580645161
2009/10/1,10:00,,64.80645161,,19.12903226,28.90322581,17.35483871,4.903225806,,40.87096774,,26.41935484,22.41935484,14.12903226,4.193548387
2009/10/1,11:00,,62.16129032,,21.58064516,27.5483871,15.93548387,4.774193548,,36.38709677,,31.74193548,20.61290323,12.38709677,3.967741935
2009/10/1,12:00,,61.4516129,,23.29032258,26.67741935,15.29032258,4.548387097,,34.96774194,,33.93548387,20.4516129,11.96774194,3.870967742
2009/10/1,13:00,,61.38709677,,23.90322581,26.09677419,15.16129032,4.483870968,,34.19354839,,35.5483871,19.32258065,11.4516129,4
2009/10/1,14:00,,62.4516129,,24.32258065,25.12903226,14.70967742,4.451612903,,35.29032258,,35.74193548,18.4516129,11.12903226,3.903225806
2009/10/1,15:00,,67.06451613,,22.16129032,26.22580645,15.64516129,4.35483871,,39.12903226,,32.77419355,19,11.35483871,3.935483871
2009/10/1,16:00,,72.70967742,,17.80645161,28.51612903,17.41935484,4.096774194,,46.03225806,,25.80645161,20.77419355,12.22580645,3.806451613
2009/10/1,17:00,,78.41935484,,13.74193548,28.51612903,19.90322581,4.225806452,,54.32258065,,18.41935484,21.74193548,13.51612903,4.129032258
2009/10/1,18:00,,80.22580645,,12.22580645,30.5483871,21.4516129,4.258064516,,58.4516129,,15.58064516,23.58064516,15.29032258,4.548387097
2009/10/1,19:00,,76.93548387,,11.48387097,31.22580645,22.32258065,4.483870968,,59.06451613,,14.19354839,24.96774194,17.12903226,4.709677419
2009/10/1,20:00,,71.70967742,,11.35483871,31.67741935,23.16129032,4.516129032,,57.03225806,,14,26.06451613,18.09677419,4.516129032
2009/10/1,21:00,,67.35483871,,11.19354839,31.51612903,22.83870968,4.35483871,,53.67741935,,13.83870968,26.06451613,18.35483871,4.258064516
2009/10/1,22:00,,62.41935484,,11.32258065,30,20.48387097,3.967741935,,49.96774194,,14.09677419,25.4516129,18.03225806,4.032258065
2009/10/1,23:00,,56.51612903,,12.06451613,27.4516129,18.4516129,3.774193548,,44.61290323,,15.03225806,24.06451613,17.06451613,3.774193548
2009/11/1,00:00,,41.93333333,,31.46666667,21.6,13.13333333,2.913043478,,30.86666667,,37.46666667,19.53333333,12.7,2.933333333
2009/11/1,01:00,,34.33333333,,35.23333333,19.13333333,11.33333333,2.52173913,,25.56666667,,41.1,17.3,11.03333333,3
2009/11/1,02:00,,28.96666667,,39.93333333,17.03333333,10.33333333,2.565217391,,22.86666667,,43.86666667,15.7,10.4,2.3
2009/11/1,03:00,,27.33333333,,40.56666667,16.33333333,9.3,2.304347826,,20.26666667,,45.2,15.1,9.566666667,2.366666667
2009/11/1,04:00,,29.23333333,,38.7,15.03333333,9.066666667,2.391304348,,20.46666667,,44.9,13.4,9.066666667,2.4
2009/11/1,05:00,,36.8,,34.66666667,15.03333333,9.4,2.608695652,,25,,41.7,12.83333333,8.466666667,2.466666667
2009/11/1,06:00,,51.9,,28.16666667,16.66666667,10.8,3.043478261,,33.66666667,,35.66666667,12.93333333,8.566666667,2.666666667
2009/11/1,07:00,,64.76666667,,24.16666667,18.46666667,12,3.608695652,,43.03333333,,30.33333333,13.3,9.133333333,3
2009/11/1,08:00,,65.8,,24.23333333,21.43333333,12.73333333,3.826086957,,44.83333333,,30.63333333,16.03333333,9.866666667,3.066666667
2009/11/1,09:00,,63.6,,26.56666667,22.9,13.23333333,4.043478261,,42.23333333,,34,16.9,10.63333333,3.133333333
2009/11/1,10:00,,58.8,,29.53333333,22.56666667,12.46666667,3.956521739,,37.53333333,,38.23333333,17.06666667,10.9,3.133333333
2009/11/1,11:00,,56.03333333,,31.73333333,23.53333333,11.86666667,4,,34.56666667,,41.13333333,17.63333333,10.86666667,2.9
2009/11/1,12:00,,56.6,,31.93333333,23.33333333,11.9,3.869565217,,34.53333333,,42.13333333,17.56666667,10.46666667,3.033333333
2009/11/1,13:00,,56.4,,33,22.6,11.86666667,3.739130435,,33.73333333,,43.16666667,16.76666667,10.36666667,2.733333333
2009/11/1,14:00,,58.93333333,,32,23.03333333,11.7,3.826086957,,35.46666667,,41.46666667,16.96666667,10.53333333,2.733333333
2009/11/1,15:00,,64.56666667,,28.6,24.83333333,12.56666667,3.913043478,,40.4,,37.2,17.9,10.6,2.833333333
2009/11/1,16:00,,70.2,,25.36666667,24.93333333,13.66666667,3.565217391,,46.26666667,,32.03333333,18.73333333,11.5,2.7
2009/11/1,17:00,,71.73333333,,23.43333333,24.33333333,14.63333333,3.782608696,,49.3,,29.16666667,18.86666667,12,2.8
2009/11/1,18:00,,70.83333333,,23.1,25.56666667,15.53333333,3.782608696,,50.03333333,,28.43333333,20.43333333,13.3,2.933333333
2009/11/1,19:00,,66.96666667,,23.53333333,26.73333333,17.63333333,3.608695652,,48.43333333,,28.93333333,21.86666667,15.23333333,3
2009/11/1,20:00,,59.1,,25.93333333,26.5,19.06666667,3.47826087,,44.6,,30.4,22.36666667,15.53333333,2.966666667
2009/11/1,21:00,,54,,27.16666667,28.83333333,16.86666667,3.347826087,,41.43333333,,31.6,22.13333333,15.86666667,3
2009/11/1,22:00,,51.03333333,,28.63333333,23.7,14.8,3.217391304,,38.93333333,,33.13333333,20,14.1,2.9
2009/11/1,23:00,,47.86666667,,29.93333333,22.56666667,13.6,3.173913043,,35.3,,34.8,19.7,12.7,2.9
2009/12/1,00:00,,52.06451613,,21,19.96774194,14.77419355,3.64516129,,41.38709677,,25.35483871,17.41935484,13.80645161,3.451612903
2009/12/1,01:00,,46.32258065,,23.22580645,18.03225806,13.58064516,3.322580645,,38.19354839,,27.38709677,15.90322581,12.74193548,3.774193548
2009/12/1,02:00,,39.77419355,,26.25806452,16.67741935,12.93548387,2.741935484,,34.19354839,,29.09677419,15.06451613,12.12903226,2.451612903
2009/12/1,03:00,,37.83870968,,27.35483871,15.93548387,12.22580645,2.806451613,,32.19354839,,29.80645161,14.64516129,11.80645161,2.741935484
2009/12/1,04:00,,39.93548387,,25.80645161,16.19354839,12.29032258,2.903225806,,32.77419355,,29.19354839,14.83870968,11.25806452,2.838709677
2009/12/1,05:00,,47.16129032,,22.93548387,16.5483871,12.87096774,3.258064516,,37.4516129,,26.80645161,14.41935484,11.03225806,3
2009/12/1,06:00,,61.16129032,,18.35483871,18,14.38709677,3.870967742,,46.4516129,,22.29032258,14.61290323,11.25806452,3.258064516
2009/12/1,07:00,,73.03225806,,15.51612903,21.48387097,15.70967742,4.516129032,,56.16129032,,18.06451613,16.61290323,12.29032258,3.838709677
2009/12/1,08:00,,77.5483871,,14.41935484,24,16.64516129,4.903225806,,60.25806452,,16.83870968,18.22580645,13.16129032,4.290322581
2009/12/1,09:00,,77.38709677,,15.4516129,24.70967742,18.09677419,5.129032258,,59.58064516,,18.87096774,19.25806452,14.4516129,4.580645161
2009/12/1,10:00,,74.58064516,,17.67741935,24.93548387,17.80645161,4.967741935,,55.19354839,,21.96774194,19.51612903,14.64516129,4.35483871
2009/12/1,11:00,,71.32258065,,20.32258065,27.22580645,17.70967742,4.806451613,,50.74193548,,25.35483871,21.32258065,14.77419355,4.161290323
2009/12/1,12:00,,70.70967742,,21.74193548,28.03225806,17.74193548,4.967741935,,49.12903226,,27.22580645,21.06451613,14.77419355,4.129032258
2009/12/1,13:00,,71.83870968,,21.09677419,28.61290323,17.29032258,4.774193548,,49.67741935,,26.48387097,21.51612903,14.51612903,4.032258065
2009/12/1,14:00,,75.38709677,,18.61290323,28.70967742,17.35483871,4.806451613,,52.5483871,,23.77419355,20.38709677,13.93548387,3.838709677
2009/12/1,15:00,,78.96774194,,15.67741935,28.29032258,17.74193548,4.612903226,,56.93548387,,19.51612903,20.80645161,14.48387097,3.870967742
2009/12/1,16:00,,82.90322581,,13.35483871,28.80645161,18.5483871,4.64516129,,61.32258065,,15.83870968,21.03225806,14.87096774,3.838709677
2009/12/1,17:00,,82.03225806,,12.90322581,26.74193548,18.83870968,4.451612903,,62.12903226,,15.06451613,20.5483871,15.16129032,3.806451613
2009/12/1,18:00,,79.5483871,,13.19354839,26.48387097,18.67741935,4.451612903,,61.16129032,,15.29032258,21.16129032,15.77419355,3.64516129
2009/12/1,19:00,,75.32258065,,14.29032258,25.19354839,18.29032258,4.161290323,,59.22580645,,16.35483871,20.41935484,15.96774194,3.64516129
2009/12/1,20:00,,68.64516129,,16.29032258,23.83870968,17.58064516,3.935483871,,55.35483871,,18.61290323,20.06451613,16.06451613,3.580645161
2009/12/1,21:00,,64.35483871,,17.48387097,22.77419355,17.51612903,3.903225806,,52.96774194,,19.77419355,19.58064516,15.93548387,3.516129032
2009/12/1,22:00,,60.61290323,,18.80645161,21.96774194,16.48387097,3.806451613,,49.35483871,,21.48387097,19.12903226,15.29032258,3.387096774
2009/12/1,23:00,,55.87096774,,21.35483871,21.19354839,15.61290323,3.677419355,,44.5483871,,23.90322581,18.5483871,14.64516129,3.387096774
2010/1/1,00:00,63.87419355,54.76774194,118.7580645,15.32903226,27.37741935,23.46451613,4,32.40645161,46.37096774,78.87741935,18.02903226,24.57419355,22.11612903,3.674193548
2010/1/1,01:00,51.69032258,48.61612903,100.4,17.29677419,25.65806452,22.57741935,3.612903226,29.35806452,42.7516129,72.16774194,20.16129032,23.43548387,21.43548387,3.574193548
2010/1/1,02:00,44.02580645,43.27096774,87.40967742,19.72580645,24.47096774,20.90645161,3.274193548,25.01290323,39.37419355,64.48064516,21.6,22.52903226,20.60645161,2.964516129
2010/1/1,03:00,42.14193548,41.30322581,83.56129032,20.16129032,23.94193548,20.75483871,3.332258065,23.51612903,36.98709677,60.57741935,22.40645161,22.07419355,20.1,3.141935484
2010/1/1,04:00,47.53548387,42.46451613,90.10645161,19.1,23.22903226,20.37096774,3.441935484,25.89677419,37.00967742,62.98709677,21.92903226,21.29032258,19.6,3.258064516
2010/1/1,05:00,68.20322581,49.50322581,117.8677419,15.77419355,23.9483871,21.1516129,3.796774194,31.72258065,40.91290323,72.71935484,19.07741935,21.4483871,19.47741935,3.506451613
2010/1/1,06:00,108.116129,62.97741935,171.316129,11.75483871,25.48387097,22.80645161,4.487096774,43.91290323,48.46774194,92.47419355,15.44193548,21.63870968,19.4483871,3.841935484
2010/1/1,07:00,140.2322581,73.47741935,214.0064516,10.09354839,26.91290323,23.24516129,5.222580645,61.53548387,56.39354839,118.0419355,12.52903226,22.13225806,20.11612903,4.370967742
2010/1/1,08:00,146.6322581,75.60645161,222.5548387,10.22903226,28.57741935,23.34516129,5.609677419,68.76774194,58.81935484,127.6774194,12.56451613,24.78387097,21.17741935,4.874193548
2010/1/1,09:00,142.4741935,73.5,216.2580645,12.19677419,30.5516129,24.38064516,5.583870968,67.36129032,56.31290323,123.7903226,15.48387097,24.90967742,21.90322581,5.035483871
2010/1/1,10:00,133.4290323,70.19032258,203.9096774,14.93225806,31.36451613,24.57096774,5.532258065,60.14516129,52.53870968,112.7741935,18.66451613,25.36774194,21.93225806,5.038709677
2010/1/1,11:00,124.6677419,68.16451613,193.0612903,16.92580645,33.23870968,24.63225806,5.496774194,54.05806452,50.04193548,104.183871,21.99032258,25.81290323,22.27096774,5.058064516
2010/1/1,12:00,118.2903226,67.89354839,186.4354839,18.1516129,34.4483871,24.68709677,5.541935484,46.62580645,48.46129032,95.17741935,24.02580645,25.49354839,22.10322581,5.029032258
2010/1/1,13:00,114.6645161,68.28709677,183.1903226,18.41612903,35.39677419,24.82903226,5.512903226,43.2516129,48.17741935,91.52258065,24.59677419,25.43548387,21.5483871,4.75483871
2010/1/1,14:00,114.7064516,70.00645161,184.9322581,17.53548387,36.45806452,26.44193548,5.496774194,43.28709677,50.12258065,93.49677419,23.37096774,26.2483871,22.07096774,4.741935484
2010/1/1,15:00,119.8548387,74.65483871,194.7709677,14.55806452,35.92903226,25.73548387,5.4,44.78064516,54.09677419,98.96129032,19.80322581,26.7,22.24193548,4.512903226
2010/1/1,16:00,124.4806452,79.76129032,204.5645161,11.50645161,35.0516129,26.63548387,5.309677419,48.01290323,59.51290323,107.6322581,15.08064516,27.18064516,22.9,4.416129032
2010/1/1,17:00,126.4129032,82.15483871,208.8903226,10.03225806,34.13225806,26.46774194,5.148387097,53.80645161,63.80967742,117.716129,12.51612903,27.50967742,23.61290323,4.361290323
2010/1/1,18:00,122.8806452,81.67741935,204.883871,9.596774194,33.73548387,27.03225806,5.093548387,55.10967742,64.23548387,119.4548387,11.7483871,27.83870968,24.00967742,4.358064516
2010/1/1,19:00,113.5387097,79.02580645,192.8516129,9.519354839,33.25806452,27.01935484,4.887096774,53.28387097,63.97096774,117.3677419,11.38064516,28.03870968,24.60967742,4.34516129
2010/1/1,20:00,97.46129032,73.17419355,170.916129,9.619354839,32.25806452,26.89677419,4.703225806,48.84193548,61.6,110.5516129,11.71935484,27.91290323,24.93870968,4.229032258
2010/1/1,21:00,88.61935484,69.09677419,157.9645161,10.00322581,30.99032258,26.13548387,4.629032258,45.39677419,58.69032258,104.1935484,12.57419355,27.28387097,24.83548387,4.058064516
2010/1/1,22:00,83.87419355,65.85806452,149.9387097,11.00967742,29.42258065,25.74516129,4.383870968,41.62903226,55.50645161,97.24193548,13.88709677,26.13548387,24.02903226,3.909677419
2010/1/1,23:00,74.28387097,60.89354839,135.3548387,13.30645161,28.30967742,24.39354839,4.022580645,37.0516129,51.50645161,88.64516129,15.83870968,25.16451613,22.94193548,3.85483871
2010/2/1,00:00,54.76071429,54.96428571,109.7535714,22.55714286,23.13214286,18.66428571,4.078571429,26.46428571,44.35,70.86428571,27.66785714,19.925,17.16785714,3.010714286
2010/2/1,01:00,44.71428571,48.24285714,92.96428571,24.68571429,21.87142857,18.10714286,3.589285714,21.86428571,39.55714286,61.45,30.31785714,19.20714286,16.97142857,2.892857143
2010/2/1,02:00,36.74642857,42.40714286,79.21071429,27.73571429,21.10357143,18.1,3.557142857,17.96785714,35.45357143,53.46071429,32.32142857,18.83928571,16.53928571,2.482142857
2010/2/1,03:00,33.3,40.09285714,73.38571429,28.54642857,20.73928571,19.00357143,3.542857143,15.83928571,33.35357143,49.22857143,32.65714286,18.55357143,16.34642857,2.703571429
2010/2/1,04:00,34.66785714,40.48214286,75.16071429,27.50357143,20.375,17.99642857,3.589285714,15.57142857,32.79642857,48.425,32.56785714,17.94642857,16.2,2.771428571
2010/2/1,05:00,50.54642857,47.26785714,97.85357143,25.23214286,20.73571429,17.53214286,3.8,19.92142857,36.27142857,56.23928571,30.86071429,17.91428571,15.95357143,2.853571429
2010/2/1,06:00,88.98214286,62.25,151.3428571,20.61428571,22.91785714,19.3,4.428571429,30.39285714,44.89642857,75.33928571,26.58928571,18.26071429,15.82857143,3.125
2010/2/1,07:00,119.2357143,74.77857143,194.1928571,16.94285714,25.14285714,20.66428571,4.875,45.02142857,54.86785714,99.96071429,21.80714286,19.29285714,16.5,3.635714286
2010/2/1,08:00,126.1571429,77.17857143,203.5357143,17.125,27.15,20.825,5.328571429,51.75,57.175,109.0142857,21.9,20.72142857,17.21071429,3.889285714
2010/2/1,09:00,120.1428571,74.51428571,194.8107143,19.68928571,28.41785714,20.52142857,5.292857143,47.16785714,54.11071429,101.3428571,25.55714286,20.88214286,17.83571429,3.75
2010/2/1,10:00,107.9964286,69.33928571,177.4714286,22.95357143,28.39642857,19.56428571,5.210714286,39.41785714,49.30714286,88.80357143,30.3,20.31428571,16.4,3.610714286
2010/2/1,11:00,95.59285714,65.36428571,161.0607143,26.85,28.76785714,17.56785714,5.228571429,32.38571429,44.63571429,77.075,35.31785714,19.45,14.99285714,3.603571429
2010/2/1,12:00,89.33214286,63.36785714,152.8035714,29.46785714,28.725,16.19285714,5.292857143,27.52857143,42.37857143,69.95357143,38.48928571,18.89642857,14.29285714,3.464285714
2010/2/1,13:00,87.62857143,63.21428571,150.9142857,30.93928571,28.16071429,16.21428571,5.339285714,25.31071429,40.9,66.26785714,41.01428571,18.45714286,13.55357143,3.471428571
2010/2/1,14:00,84.79285714,64.18571429,149.0821429,30.34642857,28.65357143,16.23214286,5.25,24.13928571,41.60357143,65.80714286,41.06785714,18.31071429,13.38214286,3.114285714
2010/2/1,15:00,85.04642857,66.93928571,152.0964286,29.175,27.36785714,16.575,5.378571429,24.35714286,44.73928571,69.14642857,39.21428571,18.62142857,13.27142857,3.110714286
2010/2/1,16:00,83.41071429,71.39642857,154.9285714,26.58571429,26.19285714,15.90357143,5.082142857,23.62142857,49.34285714,73.00714286,35.29642857,18.19285714,13.14285714,3.503571429
2010/2/1,17:00,87.875,77.83214286,165.8464286,21.63571429,24.63928571,16.41428571,4.682142857,25.81428571,56.80714286,82.66071429,28.08571429,18.2,13.88214286,3.457142857
2010/2/1,18:00,91.52857143,81.45,173.1321429,18.075,25.58571429,18.41071429,4.617857143,30.09285714,61.49285714,91.64642857,23.46785714,19.34642857,14.88214286,3.207142857
2010/2/1,19:00,87.425,81.03571429,168.5964286,16.55714286,26.31428571,19.29285714,4.614285714,32.32142857,63.25714286,95.625,21.21071429,20.31785714,16.72142857,3.217857143
2010/2/1,20:00,76.05,74.95,151.0785714,19.15714286,26.16071429,19.20357143,4.457142857,32.02857143,60.98214286,93.06428571,21.86071429,21.17142857,17.55357143,3.185714286
2010/2/1,21:00,72.22857143,68.83214286,141.1357143,21.35,25.85357143,19.50357143,4.392857143,32.175,56.36428571,88.6,24.42142857,21.53214286,18.88928571,3.185714286
2010/2/1,22:00,69.35357143,63.80714286,133.2285714,23.31785714,24.53214286,19.34285714,4.25,32.26071429,51.55,83.82857143,26.36428571,21.07142857,17.94285714,3.217857143
2010/2/1,23:00,63.39642857,58.99285714,122.4357143,24.47142857,23.72857143,18.91071429,4.207142857,29.525,47.52142857,77.09285714,27.5,20.275,17.24285714,3.078571429
2010/3/1,00:00,48.35806452,51.77741935,90.20645161,27.01935484,20.90967742,15.32903226,2.977419355,18.36451613,39.46451613,57.84516129,39.86129032,17.86451613,13.9516129,2.341935484
2010/3/1,01:00,39.86451613,44.7,77.03225806,28.5483871,20.19354839,14.29677419,2.883870968,16.95483871,35.07096774,51.96451613,42.28709677,17.54516129,13.70322581,2.561290323
2010/3/1,02:00,34.01612903,39.21290323,67.01612903,31.72580645,19.62580645,14.41612903,2.487096774,16.03225806,31,47.04193548,44.02258065,17.21935484,13.24516129,2.090322581
2010/3/1,03:00,33.73548387,38.06451613,66.69677419,31.27419355,18.83870968,13.89677419,2.464516129,15.79354839,29.98709677,45.78387097,43.39677419,16.5,12.88387097,2.270967742
2010/3/1,04:00,40.77419355,41.75806452,76.91935484,28.63870968,19.11290323,13.99677419,2.541935484,17.63548387,32.04193548,49.67741935,40.78709677,16.42258065,13.1483871,2.377419355
2010/3/1,05:00,65.31290323,53.50967742,110.2290323,22.37419355,21.3516129,15.83870968,2.912903226,25.3483871,39.44193548,64.79677419,34.64516129,17.5483871,14.06129032,2.648387097
2010/3/1,06:00,114.9709677,72,172.6903226,16.28064516,25.13870968,17.96129032,3.658064516,40.12580645,51.04516129,91.19354839,27.30967742,18.87096774,14.82903226,3.006451613
2010/3/1,07:00,144.4645161,82.05806452,209.2451613,16.19354839,28.70645161,19.2516129,4.332258065,57.33548387,58.27741935,115.6387097,26.40967742,21.15806452,16.08387097,3.467741935
2010/3/1,08:00,134.2258065,78.6516129,195.5612903,18.90645161,32.25483871,19.01612903,4.567741935,53.9516129,55.10967742,109.1,31.89354839,23.22258065,16.87419355,3.761290323
2010/3/1,09:00,112.5419355,70.69677419,166.5741935,22.72903226,34.44516129,18.44193548,4.512903226,38.12903226,46.42903226,84.57096774,40.64516129,23.85483871,16.04516129,3.748387097
2010/3/1,10:00,91.23225806,61.9483871,137.6032258,27.19677419,33.13225806,16.88064516,4.364516129,24.76451613,37.01290323,61.77419355,48.80645161,22.81935484,14.88064516,3.680645161
2010/3/1,11:00,82.20322581,58.62580645,126.7419355,29.5483871,31.60967742,15.86129032,4.241935484,19.72903226,33.36774194,53.11612903,52.6516129,21.73225806,14.09032258,3.448387097
2010/3/1,12:00,78.42580645,57.56774194,122.4,30.46451613,29.7483871,15.01612903,4.148387097,17.23870968,31.92258065,49.15483871,54.94193548,20.54193548,13.4516129,3.132258065
2010/3/1,13:00,74.86774194,56.85483871,118.3612903,31.4516129,27.94193548,14.40322581,3.983870968,16.36774194,31.61935484,48.00967742,55.90322581,19.73548387,12.64516129,2.806451613
2010/3/1,14:00,72.50645161,57.21612903,116.4548387,31.31935484,26.93225806,14.18387097,3.870967742,16.12903226,32.08709677,48.22903226,55.46774194,18.73870968,12.14193548,2.538709677
2010/3/1,15:00,71.96451613,58.94193548,117.8129032,31.1483871,26.69354839,14.5516129,3.719354839,16.24516129,33.80645161,50.05483871,53.97096774,18.56451613,12.50322581,2.312903226
2010/3/1,16:00,69.80322581,61.94193548,119.4774194,30.23870968,26.00645161,15.09677419,3.419354839,15.33870968,37.00967742,52.36451613,51.79354839,18.45806452,13.01612903,2.235483871
2010/3/1,17:00,70.42903226,67.02903226,125.9774194,28.01935484,25.39677419,15.38064516,3.348387097,15.36451613,43.31935484,58.70645161,45.93870968,18.56451613,13.57419355,2.309677419
2010/3/1,18:00,72.34516129,72.54193548,133.9322581,24.55806452,25.87096774,16.30645161,3.238709677,16.91290323,49.94516129,66.87096774,39.30645161,19.51612903,14.32258065,2.338709677
2010/3/1,19:00,67.09677419,70.59354839,128,24.61935484,26.27741935,16.4483871,3.070967742,18.30645161,50.68064516,68.99354839,38.03870968,20.4,14.63225806,2.316129032
2010/3/1,20:00,56.46451613,63.57741935,111.6741935,26.54516129,24.89677419,16.14193548,2.94516129,18.23225806,47.0483871,65.28064516,39.51935484,19.82580645,14.59032258,2.351612903
2010/3/1,21:00,54.27096774,61.0483871,106.4258065,25.88387097,24.25483871,15.96129032,2.95483871,18.8483871,45.96129032,64.81935484,38.53870968,19.62903226,14.91290323,2.325806452
2010/3/1,22:00,55.31290323,59.52903226,102.5806452,24.86774194,23.1483871,15.93870968,2.874193548,19.11612903,44.99677419,64.13548387,37.03548387,18.51935484,14.26774194,2.277419355
2010/3/1,23:00,51.82580645,56.20645161,95.78709677,24.64193548,22.22258065,16.03225806,2.783870968,19.71290323,42.94516129,62.66774194,37.29354839,18.26129032,14.01290323,2.377419355
2010/4/1,00:00,37.23333333,52.3,89.53,33.09666667,24.87333333,17.22,4.076666667,13.97333333,42.57,56.50666667,42.59,21.79666667,15.89666667,3.22
2010/4/1,01:00,37.06,48.81,85.84666667,33.78666667,24.08,16.78333333,3.586666667,14.56333333,40.61333333,55.20666667,42.39,21.12333333,15.11,3.253333333
2010/4/1,02:00,35.22333333,46.23,81.43,34.44,23.61,17.06,3.176666667,15.47333333,38.07333333,53.56333333,41.48333333,20.78333333,15.51333333,2.683333333
2010/4/1,03:00,42.91,47.99666667,90.87666667,31.84333333,24.48333333,17.91666667,3.303333333,18.1,38.56666667,56.68333333,39.04666667,21.41333333,15.62333333,2.953333333
2010/4/1,04:00,62.38666667,55.75666667,118.1233333,26.43333333,26.37666667,18.89333333,3.546666667,25.65,43.03,68.67333333,34.79333333,21.81666667,16.25666667,3.376666667
2010/4/1,05:00,107.22,71.29666667,178.4933333,19.88666667,30.85666667,21.81333333,4.326666667,42.90333333,52.54333333,95.46666667,28.63,24.3,17.26333333,3.923333333
2010/4/1,06:00,128.89,78.76666667,207.6566667,19.80666667,34.97,23.77333333,5.21,55.00333333,58.36666667,113.4,28.39333333,26.9,19.13333333,4.546666667
2010/4/1,07:00,110.7766667,74.47,185.2166667,24.34666667,37.03333333,24.28333333,5.433333333,48.19333333,55.08666667,103.3,34.95666667,29.47333333,20.35333333,5.003333333
2010/4/1,08:00,95.73333333,67.91333333,163.6566667,31.31,36.16,22.80333333,5.59,36.37,47.79666667,84.19666667,43.82666667,29.12666667,20.03,5.143333333
2010/4/1,09:00,83.20333333,61.82666667,145.01,37.48333333,34.13,20.29666667,5.75,26.89333333,40.41333333,67.32666667,52,27.74333333,17.93333333,5.496666667
2010/4/1,10:00,72.33666667,57.10666667,129.4266667,42.02666667,33.35,18.70333333,5.4,21.16666667,34.67666667,55.86666667,59.43666667,26.17333333,16.42,5.17
2010/4/1,11:00,65.42,54.34,119.7366667,46.80333333,31.13,17.14666667,5.28,16.37666667,30.79,47.18666667,65.09,24.38333333,15.22,4.46
2010/4/1,12:00,63.12333333,53.85666667,116.9433333,49.29333333,30.24333333,17.25,5.063333333,14.33,29.12666667,43.45,68.88,23.72,14.85,4.07
2010/4/1,13:00,62.03666667,54.45666667,116.4833333,50.07,30.02,16.92,5.016666667,13.60666667,29.43,43.05,70.70333333,23.86333333,14.79,4
2010/4/1,14:00,61.23,55.64333333,116.8533333,51.07333333,30.32333333,16.69333333,5.22,12.88333333,29.80666667,42.71333333,71.55333333,24.05333333,14.43333333,4.45
2010/4/1,15:00,59.26333333,57.33333333,116.5733333,51.46666667,29.67,16.94333333,5.253333333,12.54333333,31.4,43.95,71.26333333,23.43666667,14.15,4.576666667
2010/4/1,16:00,57.81666667,59.11,116.91,51.51,29.20666667,16.25666667,5.126666667,12.18,33.59,45.78333333,69.95666667,23.57,13.82666667,4.62
2010/4/1,17:00,58.27666667,61.95666667,120.2233333,48.39,28.63333333,16.5,4.93,12.27666667,37.85666667,50.15333333,65.57,23.05666667,14.32,4.613333333
2010/4/1,18:00,53.99666667,65.32666667,119.31,42.50666667,29.39333333,17.67,4.923333333,11.67666667,44.14,55.84,56.89,24.07666667,14.88333333,4.706666667
